Correlation id,Operation name,Status,Event category,Level,Time,Subscription,Event initiated by,Resource type,Resource group,Resource
5de7b111-3790-4caf-831c-d01189829622,Supprimer le déploiement,Accepted,Administrative,Informational,2024-06-29T07:02:02.229Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
5de7b111-3790-4caf-831c-d01189829622,Supprimer le déploiement,Started,Administrative,Informational,2024-06-29T07:02:00.416Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
bb48d688-1d12-43da-a4b6-e153f7ebb4b3,Obtenir l'état de l'opération de déploiement,Succeeded,Administrative,Informational,2024-06-29T07:02:00.225Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments/operationStatuses,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourceGroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
179b0f65-d9b3-409a-af75-6ba614d01fa5,Créer un déploiement,Succeeded,Administrative,Informational,2024-06-29T07:01:59.213Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
179b0f65-d9b3-409a-af75-6ba614d01fa5,Créer un déploiement,Started,Administrative,Informational,2024-06-29T07:01:49.895Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
179b0f65-d9b3-409a-af75-6ba614d01fa5,Créer un déploiement,Succeeded,Administrative,Informational,2024-06-29T07:01:52.676Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourceGroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
179b0f65-d9b3-409a-af75-6ba614d01fa5,Créer un déploiement,Accepted,Administrative,Informational,2024-06-29T07:01:52.707Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.Resources/deployments,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.Resources/deployments/publishing_1719644506968
179b0f65-d9b3-409a-af75-6ba614d01fa5,Create or Update Dataset,Started,Administrative,Informational,2024-06-29T07:01:54.494Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.DataFactory/factories/datasets,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.DataFactory/factories/COE-DE-DF/datasets/ds_dest_blob
179b0f65-d9b3-409a-af75-6ba614d01fa5,Create or Update Dataset,Started,Administrative,Informational,2024-06-29T07:01:54.494Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.DataFactory/factories/datasets,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.DataFactory/factories/COE-DE-DF/datasets/ds_source_sftp
179b0f65-d9b3-409a-af75-6ba614d01fa5,Create or Update Dataset,Succeeded,Administrative,Informational,2024-06-29T07:01:56.103Z,fbf69640-cc5e-44b7-8568-908cc461fa74,koushickmondal2021@gmail.com,Microsoft.DataFactory/factories/datasets,COE,/subscriptions/fbf69640-cc5e-44b7-8568-908cc461fa74/resourcegroups/COE/providers/Microsoft.DataFactory/factories/COE-DE-DF/datasets/ds_dest_blob
